HGNC ID	Approved Symbol	Approved Name	Status	Previous Symbols	Synonyms	RefSeq IDs	RefSeq(supplied by NCBI)
HGNC:30615	SPECC1	sperm antigen with calponin homology and coiled-coil domains 1	Approved	CYTSB	HCMOGT-1, FLJ36955, NSP	NM_152904	NM_001033553
HGNC:29022	SPECC1L	sperm antigen with calponin homology and coiled-coil domains 1 like	Approved	CYTSA	KIAA0376	NM_015330	NM_001145468
HGNC:49185	SPECC1L-ADORA2A	SPECC1L-ADORA2A readthrough (NMD candidate)	Approved				NR_103546
HGNC:15874	SPEF1	sperm flagellar 1	Approved	C20orf28	DKFZP434I114, SPEF1A, CLAMP		NM_015417
HGNC:26293	SPEF2	sperm flagellar 2	Approved		KPL2, FLJ23577, CT122	NM_144722	NM_024867
HGNC:16901	SPEG	SPEG complex locus	Approved	APEG1	MGC12676, KIAA1297, SPEGalpha, SPEGbeta, BPEG	NM_005876	NM_001173476
HGNC:32429	SPEM1	spermatid maturation 1	Approved	C17orf83	FLJ40081	NM_199339	NM_199339
HGNC:27315	SPEM2	SPEM family member 2	Approved	C17orf74		NM_175734	NM_175734
HGNC:53651	SPEM3	SPEM family member 3	Approved				XM_011523796
HGNC:17575	SPEN	spen family transcriptional repressor	Approved		KIAA0929, MINT, SHARP, RBM15C	NM_015001	NM_015001
HGNC:30720	SPERT	spermatid associated	Approved		NURIT, CBY2	NM_152719	NM_001286341
HGNC:15570	SPESP1	sperm equatorial segment protein 1	Approved		SP-ESP	NM_145658	NM_145658
HGNC:11224	SPG1~withdrawn	symbol withdrawn, see L1CAM	Symbol Withdrawn				
HGNC:11230	SPG2~withdrawn	symbol withdrawn, see PLP1	Symbol Withdrawn				
HGNC:11232	SPG3B	spastic paraplegia 3B	Approved				
HGNC:11234	SPG5A~withdrawn	symbol withdrawn, see CYP7B1	Symbol Withdrawn				
HGNC:11235	SPG5B	spastic paraplegia 5B (autosomal recessive)	Approved				
HGNC:11236	SPG6~withdrawn	symbol withdrawn, see NIPA1	Symbol Withdrawn				
HGNC:11237	SPG7	SPG7, paraplegin matrix AAA peptidase subunit	Approved	CMAR	CAR, SPG5C	NM_003119	NM_003119
HGNC:11238	SPG8~withdrawn	symbol withdrawn, see WASHC5	Symbol Withdrawn				
HGNC:11239	SPG9~withdrawn	symbol withdrawn, see ALDH18A1	Symbol Withdrawn				
HGNC:11225	SPG10~withdrawn	symbol withdrawn, see KIF5A	Symbol Withdrawn				
HGNC:11226	SPG11	SPG11, spatacsin vesicle trafficking associated	Approved	KIAA1840	FLJ21439		NM_001160227
HGNC:11227	SPG12~withdrawn	symbol withdrawn, see RTN2	Symbol Withdrawn				
HGNC:11228	SPG13~withdrawn	symbol withdrawn, see HSPD1	Symbol Withdrawn				
HGNC:13730	SPG14	spastic paraplegia 14 (autosomal recessive)	Approved				
HGNC:11229	SPG15~withdrawn	symbol withdrawn, see ZFYVE26	Symbol Withdrawn				
HGNC:14260	SPG16	spastic paraplegia 16 (complicated, X-linked recessive)	Approved				
HGNC:13624	SPG17~withdrawn	symbol withdrawn, see BSCL2	Symbol Withdrawn				
HGNC:18009	SPG18~withdrawn	symbol withdrawn, see ERLIN2	Symbol Withdrawn				
HGNC:16706	SPG19	spastic paraplegia 19 (autosomal dominant)	Approved				
HGNC:20373	SPG21	SPG21, maspardin	Approved		ACP33, GL010, BM-019, MAST	NM_016630	NM_001127889
HGNC:21340	SPG23	spastic paraplegia 23 (autosomal recessive)	Approved				
HGNC:22993	SPG24	spastic paraplegia 24 (autosomal recessive)	Approved				
HGNC:25855	SPG25	spastic paraplegia 25 (autosomal recessive, with disc herniation)	Approved				
HGNC:22494	SPG26~withdrawn	symbol withdrawn, see B4GALNT1	Symbol Withdrawn				
HGNC:26071	SPG27	spastic paraplegia 27 (autosomal recessive)	Approved				
HGNC:13682	SPG28~withdrawn	symbol withdrawn, see DDHD1	Symbol Withdrawn				
HGNC:30161	SPG29	spastic paraplegia 29 (autosomal dominant)	Approved				
HGNC:30017	SPG30~withdrawn	symbol withdrawn, see KIF1A	Symbol Withdrawn				
HGNC:32314	SPG32	spastic paraplegia 32 (autosomal recessive)	Approved		SPG29		
HGNC:32944	SPG34	spastic paraplegia 34 (autosomal dominant)	Approved				
HGNC:32945	SPG35~withdrawn	symbol withdrawn, see FA2H	Symbol Withdrawn				
HGNC:33240	SPG36	spastic paraplegia 36 (autosomal dominant)	Approved				
HGNC:33472	SPG37	spastic paraplegia 37 (autosomal dominant)	Approved				
HGNC:33485	SPG38	spastic paraplegia 38 (autosomal dominant, Silver syndrome)	Approved				
HGNC:34382	SPG41	spastic paraplegia 41 (autosomal dominant)	Approved				
HGNC:34381	SPG42~withdrawn	symbol withdrawn, see SLC33A1	Symbol Withdrawn				
HGNC:35198	SPG43~withdrawn	symbol withdrawn, see C19orf12	Symbol Withdrawn				
HGNC:35431	SPG45	spastic paraplegia 45 (autosomal recessive)	Approved				
HGNC:37080	SPG46~withdrawn	symbol withdrawn, see GBA2	Symbol Withdrawn				
HGNC:37654	SPG47~withdrawn	symbol withdrawn, see AP4B1	Symbol Withdrawn				
HGNC:44625	SPG56	spastic paraplegia 56 (autosomal dominant)	Approved				
HGNC:16957	SPHAR	S-phase response (cyclin related)	Approved			NM_006542	NM_006542
HGNC:11240	SPHK1	sphingosine kinase 1	Approved		SPHK	NM_182965, NM_021972	NM_001142601
HGNC:18859	SPHK2	sphingosine kinase 2	Approved				NM_001204158
HGNC:30619	SPHKAP	SPHK1 interactor, AKAP domain containing	Approved		SKIP	NM_030623	NM_001142644
HGNC:11241	SPI1	Spi-1 proto-oncogene	Approved		PU.1, SPI-A, OF, SFPI1, SPI-1	NM_003120	NM_001080547
HGNC:11242	SPIB	Spi-B transcription factor	Approved		SPI-B	NM_003121	NM_001243998
HGNC:29549	SPIC	Spi-C transcription factor	Approved		MGC40611, SPI-C	NM_152323	NM_152323
HGNC:25083	SPICE1	spindle and centriole associated protein 1	Approved	CCDC52	SPICE	NM_144718	NM_001331078
HGNC:28971	SPIDR	scaffold protein involved in DNA repair	Approved	KIAA0146		NM_001080394	NM_001080394
HGNC:11243	SPIN1	spindlin 1	Approved	SPIN	TDRD24	NM_006717	NM_006717
HGNC:20694	SPIN2A	spindlin family member 2A	Approved	SPIN2	DXF34, TDRD25	NM_019003	NM_019003
HGNC:33147	SPIN2B	spindlin family member 2B	Approved		SPIN-2, TDRD26	NM_001006681	NM_001006681
HGNC:27272	SPIN3	spindlin family member 3	Approved		TDRD27	XM_093024	NM_001010862
HGNC:27040	SPIN4	spindlin family member 4	Approved		FLJ44984, TDRD28	NM_001012968	NM_001012968
HGNC:41177	SPIN4-AS1	SPIN4 antisense RNA 1	Approved				
HGNC:25115	SPINDOC	spindlin interactor and repressor of chromatin binding	Approved	C11orf84	SPIN-DOC	NM_138471	NM_138471
HGNC:11244	SPINK1	serine peptidase inhibitor, Kazal type 1	Approved		Spink3, PCTT, PSTI, TATI	NM_003122	NM_001354966
HGNC:11245	SPINK2	serine peptidase inhibitor, Kazal type 2	Approved		HUSI-II	NM_021114	NM_001271718
HGNC:16646	SPINK4	serine peptidase inhibitor, Kazal type 4	Approved		PEC-60, MGC133107	NM_014471	NM_014471
HGNC:15464	SPINK5	serine peptidase inhibitor, Kazal type 5	Approved		VAKTI, LEKTI, LETKI, NETS, NS, FLJ21544, FLJ97536, FLJ97596, FLJ99794, DKFZp686K19184	NM_001127698	NM_001127698
HGNC:29486	SPINK6	serine peptidase inhibitor, Kazal type 6	Approved		MGC21394, UNQ844, BUSI2	NM_205841	NM_001195290
HGNC:24643	SPINK7	serine peptidase inhibitor, Kazal type 7 (putative)	Approved		ECG2, ECRG2	NM_032566	NM_032566
HGNC:33160	SPINK8	serine peptidase inhibitor, Kazal type 8 (putative)	Approved			NM_001080525	NM_001080525
HGNC:32951	SPINK9	serine peptidase inhibitor, Kazal type 9	Approved			NM_001040433	NM_001040433
HGNC:27200	SPINK13	serine peptidase inhibitor, Kazal type 13 (putative)	Approved		SPINK5L3, LiESP6, HESPINTOR, MGC149260	NM_001040129.2	NM_001040129
HGNC:33825	SPINK14	serine peptidase inhibitor, Kazal type 14 (putative)	Approved		SPINK5L2	NM_001001325	NM_001001325
HGNC:11246	SPINT1	serine peptidase inhibitor, Kunitz type 1	Approved		HAI, MANSC2	NM_003710	NM_001032367
HGNC:53162	SPINT1-AS1	SPINT1 antisense RNA 1	Approved		RP11-532F12.5		NR_146466
HGNC:11247	SPINT2	serine peptidase inhibitor, Kunitz type 2	Approved		Kop, HAI-2		NM_001166103
HGNC:11248	SPINT3	serine peptidase inhibitor, Kunitz type 3	Approved		HKIB9	NM_006652	NM_006652
HGNC:16130	SPINT4	serine peptidase inhibitor, Kunitz type 4	Approved	C20orf137	dJ601O1.1	XM_372869	NM_178455
HGNC:16161	SPINT5P	serine peptidase inhibitor, Kunitz type 5, pseudogene	Approved	C20orf168	dJ447F3.6		NG_033275
HGNC:30622	SPIRE1	spire type actin nucleation factor 1	Approved		spir-1, KIAA1135	XM_290818	NM_001128626
HGNC:30623	SPIRE2	spire type actin nucleation factor 2	Approved		spir-2, KIAA1832	XM_047462	NM_032451
HGNC:11249	SPN	sialophorin	Approved		LSN, CD43, GPL115		NM_001030288
HGNC:30621	SPNS1	sphingolipid transporter 1 (putative)	Approved		HSpin1, nrs, SPINL, PP2030, SPIN1, LAT	NM_032038	NM_001142448
HGNC:26992	SPNS2	sphingolipid transporter 2	Approved				NM_001124758
HGNC:28433	SPNS3	sphingolipid transporter 3 (putative)	Approved		MGC29671	NM_182538	NM_001320449
HGNC:11250	SPO11	SPO11, initiator of meiotic double stranded breaks	Approved		CT35, SPATA43, TOPVIA	NM_012444	NM_012444
HGNC:26338	SPOCD1	SPOC domain containing 1	Approved		FLJ25348, PPP1R146	NM_144569	NM_001281987
HGNC:11251	SPOCK1	SPARC (osteonectin), cwcv and kazal like domains proteoglycan 1	Approved	TIC1, SPOCK	testican-1	NM_004598	NM_004598
HGNC:13564	SPOCK2	SPARC (osteonectin), cwcv and kazal like domains proteoglycan 2	Approved		KIAA0275, testican-2		NM_001134434
HGNC:13565	SPOCK3	SPARC (osteonectin), cwcv and kazal like domains proteoglycan 3	Approved		testican-3		NM_001040159
HGNC:11252	SPON1	spondin 1	Approved		KIAA0762, f-spondin	NM_145584	NM_006108
HGNC:53117	SPON1-AS1	SPON1 antisense RNA 1	Approved		RP11-21, L19.1		
HGNC:11253	SPON2	spondin 2	Approved		DIL1		NM_001128325
HGNC:11254	SPOP	speckle type BTB/POZ protein	Approved		TEF2, BTBD32	NM_003563	NM_001007226
HGNC:27934	SPOPL	speckle type BTB/POZ protein like	Approved		BTBD33	NM_001001664	NM_001001664
HGNC:26933	SPOUT1	SPOUT domain containing methyltransferase 1	Approved	C9orf114	HSPC109, CENP-32	NM_016390	NM_016390
HGNC:11255	SPP1	secreted phosphoprotein 1	Approved	BNSP, OPN	BSPI, ETA-1		NM_000582
HGNC:11256	SPP2	secreted phosphoprotein 2	Approved		SPP24	NM_006944	NM_006944
HGNC:30227	SPPL2A	signal peptide peptidase like 2A	Approved		IMP3, PSL2	NM_032802	NM_032802
HGNC:30627	SPPL2B	signal peptide peptidase like 2B	Approved		IMP4, PSL1, KIAA1532	NM_020172	NM_001077238
HGNC:28902	SPPL2C	signal peptide peptidase like 2C	Approved		IMP5	NM_175882	NM_175882
HGNC:30424	SPPL3	signal peptide peptidase like 3	Approved		IMP2, PSL4, MGC90402, MGC126674, MGC126676, DKFZP586C1324	NM_139015	NM_139015
HGNC:11257	SPR	sepiapterin reductase	Approved		SDR38C1		NM_003124
HGNC:20249	SPRED1	sprouty related EVH1 domain containing 1	Approved		FLJ33903, PPP1R147		NM_152594
HGNC:17722	SPRED2	sprouty related EVH1 domain containing 2	Approved		Spred-2, FLJ21897, FLJ31917		NM_001128210
HGNC:31041	SPRED3	sprouty related EVH1 domain containing 3	Approved			XM_351191	NM_001042522
HGNC:16616	SPRL6B~withdrawn	symbol withdrawn, see LCE3D	Symbol Withdrawn				
HGNC:16871	SPRN	shadow of prion protein	Approved		Shadoo, Sprn, bA108K14.1, FLJ41197	NM_001012508	NM_001012508
HGNC:37819	SPRNP1	shadow of prion protein pseudogene 1	Approved		FLJ44653	NR_033789	NR_033789
HGNC:11258	SPRR1~withdrawn	symbol withdrawn, see SPRR1B	Symbol Withdrawn				
HGNC:11259	SPRR1A	small proline rich protein 1A	Approved			NM_005987	NM_001199828
HGNC:11260	SPRR1B	small proline rich protein 1B	Approved	SPRR1	GADD33	NM_003125	NM_003125
HGNC:11261	SPRR2A	small proline rich protein 2A	Approved			NM_005988	NM_005988
HGNC:11262	SPRR2B	small proline rich protein 2B	Approved				NM_001017418
HGNC:11263	SPRR2C	small proline rich protein 2C (pseudogene)	Approved			NM_006518	NR_003062
HGNC:11264	SPRR2D	small proline rich protein 2D	Approved				NM_006945
HGNC:11265	SPRR2E	small proline rich protein 2E	Approved				NM_001024209
HGNC:11266	SPRR2F	small proline rich protein 2F	Approved				NM_001014450
HGNC:11267	SPRR2G	small proline rich protein 2G	Approved				NM_001014291
HGNC:11268	SPRR3	small proline rich protein 3	Approved			NM_005416	NM_001097589
HGNC:23173	SPRR4	small proline rich protein 4	Approved			NM_173080	NM_173080
HGNC:53428	SPRR5	small proline rich protein 5	Approved				
HGNC:25356	SPRTN	SprT-like N-terminal domain	Approved	C1orf124	DKFZP547N043, Spartan, DVC1	NM_032018	NM_001010984
HGNC:11269	SPRY1	sprouty RTK signaling antagonist 1	Approved		hSPRY1		NM_001258038
HGNC:11270	SPRY2	sprouty RTK signaling antagonist 2	Approved		hSPRY2		NM_001318536
HGNC:11271	SPRY3	sprouty RTK signaling antagonist 3	Approved		HSPRY3	NM_005840	NM_001304990
HGNC:15533	SPRY4	sprouty RTK signaling antagonist 4	Approved				NM_001127496
HGNC:53465	SPRY4-AS1	SPRY4 antisense RNA 1	Approved		THCAT68	NR_120664	NR_120664
HGNC:42394	SPRY4-IT1	SPRY4 intronic transcript 1	Approved		SPRIGHTLY	NR_131221	NR_131221
HGNC:25920	SPRYD3	SPRY domain containing 3	Approved		FLJ14800	NM_032840	NM_032840
HGNC:27468	SPRYD4	SPRY domain containing 4	Approved		DKFZp686N0877	NM_207344	NM_207344
HGNC:14297	SPRYD7	SPRY domain containing 7	Approved	C13orf1	CLLD6	NM_020456	NM_001127482
HGNC:52300	SPRYD7P1	SPRY domain containing 7 pseudogene 1	Approved				NG_022675
HGNC:30628	SPSB1	splA/ryanodine receptor domain and SOCS box containing 1	Approved		SSB-1	NM_025106	NM_025106
HGNC:29522	SPSB2	splA/ryanodine receptor domain and SOCS box containing 2	Approved		GRCC9, SSB-2	NM_032641	NM_001146316
HGNC:30629	SPSB3	splA/ryanodine receptor domain and SOCS box containing 3	Approved	C16orf31	SSB-3	NM_080861	NM_001324081
HGNC:30630	SPSB4	splA/ryanodine receptor domain and SOCS box containing 4	Approved		SSB-4	NM_080862	NM_080862
HGNC:11272	SPTA1	spectrin alpha, erythrocytic 1	Approved		EL2	NM_003126	NM_003126
HGNC:11273	SPTAN1	spectrin alpha, non-erythrocytic 1	Approved			NM_003127	NM_001130438
HGNC:11274	SPTB	spectrin beta, erythrocytic	Approved				NM_001024858
HGNC:11275	SPTBN1	spectrin beta, non-erythrocytic 1	Approved				NM_003128
HGNC:11276	SPTBN2	spectrin beta, non-erythrocytic 2	Approved	SCA5		NM_006946	NM_006946
HGNC:14896	SPTBN4	spectrin beta, non-erythrocytic 4	Approved		SPTBN3, KIAA1642		NM_020971
HGNC:15680	SPTBN5	spectrin beta, non-erythrocytic 5	Approved		HUSPECV, BSPECV, HUBSPECV	NM_016642	NM_016642
HGNC:11277	SPTLC1	serine palmitoyltransferase long chain base subunit 1	Approved	HSN1	LCB1, SPTI, HSAN1, hLCB1	NM_006415	NM_001281303
HGNC:39668	SPTLC1P1	serine palmitoyltransferase long chain base subunit 1 pseudogene 1	Approved				NG_017048
HGNC:39669	SPTLC1P2	serine palmitoyltransferase long chain base subunit 1 pseudogene 2	Approved				NG_032342
HGNC:39670	SPTLC1P3	serine palmitoyltransferase long chain base subunit 1 pseudogene 3	Approved				NG_032343
HGNC:39671	SPTLC1P4	serine palmitoyltransferase long chain base subunit 1 pseudogene 4	Approved				NG_032344
HGNC:39672	SPTLC1P5	serine palmitoyltransferase long chain base subunit 1 pseudogene 5	Approved				NG_032345
HGNC:11278	SPTLC2	serine palmitoyltransferase long chain base subunit 2	Approved		KIAA0526, LCB2, LCB2A, hLCB2a	NM_004863	NM_004863
HGNC:16253	SPTLC3	serine palmitoyltransferase long chain base subunit 3	Approved	C20orf38, SPTLC2L	LCB2B, FLJ11112, hLCB2b	NM_018327	NM_001349945
HGNC:20361	SPTSSA	serine palmitoyltransferase small subunit A	Approved	C14orf147	ssSPTa	NM_138288	NM_138288
HGNC:24045	SPTSSB	serine palmitoyltransferase small subunit B	Approved	C3orf57	ADMP, ssSPTb	NM_145035	NM_001040100
HGNC:26818	SPTY2D1	SPT2 chromatin protein domain containing 1	Approved		FLJ39441, DKFZp686I068, Spt2	NM_194285	NM_194285
HGNC:44122	SPTY2D1OS	SPTY2D1 opposite strand	Approved	SPTY2D1-AS1		NM_001355570	NM_001355570
HGNC:28139	SPX	spexin hormone	Approved	C12orf39	MGC10946, NPQ, spexin	NM_030572	NM_030572
HGNC:30721	SPZ1	spermatogenic leucine zipper 1	Approved		NYD-TSP1, FLJ25709, PPP1R148	NM_032567	NM_032567
HGNC:11279	SQLE	squalene epoxidase	Approved			NM_003129	NM_003129
HGNC:20390	SQOR	sulfide quinone oxidoreductase	Approved	SQRDL	CGI-44, SQR		NM_001271213
HGNC:11280	SQSTM1	sequestosome 1	Approved	PDB3, OSIL	p62, p60, p62B, A170		NM_001142298
HGNC:49099	SQSTM1P1	sequestosome 1 pseudogene 1	Approved				NG_043211
HGNC:11281	SRA1	steroid receptor RNA activator 1	Approved		SRA, STRAA1		NM_001035235
HGNC:28339	SRARP	steroid receptor associated and regulated protein	Approved	C1orf64	MGC24047, ERRF	NM_178840	NM_178840
HGNC:11282	SRBC~withdrawn	symbol withdrawn, see CD2	Symbol Withdrawn				
HGNC:25521	SRBD1	S1 RNA binding domain 1	Approved		FLJ10379	NM_018079	NM_018079
HGNC:11283	SRC	SRC proto-oncogene, non-receptor tyrosine kinase	Approved	SRC1	ASV, c-src	NM_005417	NM_005417
HGNC:16974	SRCAP	Snf2 related CREBBP activator protein	Approved		KIAA0309, EAF1, SWR1, DOMO1	NM_006662	NM_006662
HGNC:29506	SRCIN1	SRC kinase signaling inhibitor 1	Approved		SNIP, p140Cap, KIAA1684	NM_025248	NM_025248
HGNC:11284	SRD5A1	steroid 5 alpha-reductase 1	Approved			NM_001047	NM_001047
HGNC:11286	SRD5A1P1	steroid 5 alpha-reductase 1 pseudogene 1	Approved	SRD5AP1		NG_001196	NR_028597
HGNC:11285	SRD5A2	steroid 5 alpha-reductase 2	Approved			NM_000348	NM_000348
HGNC:25812	SRD5A3	steroid 5 alpha-reductase 3	Approved		FLJ13352, SRD5A2L, SRD5A2L1	NM_024592	NM_024592
HGNC:44138	SRD5A3-AS1	SRD5A3 antisense RNA 1	Approved			NR_037969	NR_037969
HGNC:49243	SRD5A3P1	steroid 5 alpha-reductase 3 pseudogene 1	Approved				NG_030280
HGNC:11287	SRD5B1~withdrawn	symbol withdrawn, see AKR1D1	Symbol Withdrawn				
HGNC:11289	SREBF1	sterol regulatory element binding transcription factor 1	Approved		SREBP1, bHLHd1, SREBP-1c, SREBP1a	NM_004176	NM_001005291
HGNC:11290	SREBF2	sterol regulatory element binding transcription factor 2	Approved		SREBP2, bHLHd2	NM_004599	NM_004599
HGNC:17882	SREK1	splicing regulatory glutamic acid and lysine rich protein 1	Approved	SFRS12	DKFZp564B176, SRrp86, SRrp508	NM_001077199	NM_001077199
HGNC:26716	SREK1IP1	SREK1 interacting protein 1	Approved	SFRS12IP1	FLJ36754, P18SRP	NM_173829	NM_173829
HGNC:11291	SRF	serum response factor	Approved		MCM1	NM_003131	NM_001292001
HGNC:26333	SRFBP1	serum response factor binding protein 1	Approved		FLJ25286, p49, STRAP, BUD22, Rlb1	NM_152546	NM_152546
HGNC:17382	SRGAP1	SLIT-ROBO Rho GTPase activating protein 1	Approved		KIAA1304, ARHGAP13		NM_001346201
HGNC:19751	SRGAP2	SLIT-ROBO Rho GTPase activating protein 2	Approved	FNBP2	KIAA0456, ARHGAP34, SRGAP2A	NM_015326	NM_001170637
HGNC:40902	SRGAP2-AS1	SRGAP2 antisense RNA 1	Approved				NR_104189
HGNC:41454	SRGAP2-IT1~withdrawn	entry withdrawn	Entry Withdrawn				
HGNC:35237	SRGAP2B	SLIT-ROBO Rho GTPase activating protein 2B	Approved	SRGAP2P2		NM_001271870	NM_001271870
HGNC:30584	SRGAP2C	SLIT-ROBO Rho GTPase activating protein 2C	Approved	SRGAP2P1			NM_001271872
HGNC:43932	SRGAP2D	SLIT-ROBO Rho GTPase activating protein 2D (pseudogene)	Approved			NR_120535	NR_120535
HGNC:19744	SRGAP3	SLIT-ROBO Rho GTPase activating protein 3	Approved	SRGAP2	KIAA0411, MEGAP, WRP, ARHGAP14		NM_001033117
HGNC:40898	SRGAP3-AS1	SRGAP3 antisense RNA 1	Approved				
HGNC:40899	SRGAP3-AS2	SRGAP3 antisense RNA 2	Approved				NR_121663
HGNC:40900	SRGAP3-AS3	SRGAP3 antisense RNA 3	Approved				NR_103443
HGNC:42434	SRGAP3-AS4	SRGAP3 antisense RNA 4	Approved				NR_146969
HGNC:9361	SRGN	serglycin	Approved	PRG, PRG1	PPG	NM_002727	NM_001321053
HGNC:49107	SRGNP1	serglycin pseudogene 1	Approved				NG_045605
HGNC:11292	SRI	sorcin	Approved			NM_003130	NM_001256891
HGNC:11293	SRIP1	sorcin pseudogene 1	Approved	SRIL		NG_003017	NG_003017
HGNC:38734	SRIP2	sorcin pseudogene 2	Approved				NG_027484
HGNC:38735	SRIP3	sorcin pseudogene 3	Approved				NG_032006
HGNC:11294	SRK~withdrawn	symbol withdrawn, see ZAP70	Symbol Withdrawn				
HGNC:11295	SRL	sarcalumenin	Approved		SAR	XM_064152	NM_001098814
HGNC:11296	SRM	spermidine synthase	Approved	SRML1	SPS1	NM_003132	NM_003132
HGNC:11297	SRML2~withdrawn	entry withdrawn	Entry Withdrawn				
HGNC:16552	SRMP1	spermidine synthase pseudogene 1	Approved		dJ1057D4.1		NG_001057
HGNC:20034	SRMP2	spermidine synthase pseudogene 2	Approved				NG_002532
HGNC:11298	SRMS	src-related kinase lacking C-terminal regulatory tyrosine and N-terminal myristylation sites	Approved	C20orf148	SRM, dJ697K14.1, PTK70	NM_080823	NM_080823
HGNC:11304	SRP9	signal recognition particle 9	Approved			NM_003133	NM_001130440
HGNC:23402	SRP9P1	signal recognition particle 9 pseudogene 1	Approved	SRP9L1		NG_012272	NG_012272
HGNC:11299	SRP14	signal recognition particle 14	Approved		ALURBP, MGC14326	NM_003134	NM_001309434
HGNC:48619	SRP14-AS1	SRP14 antisense RNA1 (head to head)	Approved				NR_040059
HGNC:33181	SRP14P1	signal recognition particle 14 pseudogene 1	Approved			XR_016442.1	NG_012939
HGNC:53768	SRP14P2	signal recognition particle 14 pseudogene 2	Approved				
HGNC:53769	SRP14P3	signal recognition particle 14 pseudogene 3	Approved				
HGNC:53770	SRP14P4	signal recognition particle 14 pseudogene 4	Approved				
HGNC:11300	SRP19	signal recognition particle 19	Approved			NM_003135	NM_001204193
HGNC:11301	SRP54	signal recognition particle 54	Approved			NM_003136	NM_001146282
HGNC:50643	SRP54-AS1	SRP54 antisense RNA 1 (head to head)	Approved				NR_151701
HGNC:11302	SRP68	signal recognition particle 68	Approved			NM_014230	NM_001260502
HGNC:30427	SRP68P1	signal recognition particle 68 pseudogene 1	Approved	SRPSMCR		NG_001591	NG_001591
HGNC:30426	SRP68P2	signal recognition particle 68 pseudogene 2	Approved		SRPSMCR	NG_001590	NG_001590
HGNC:30428	SRP68P3	signal recognition particle 68 pseudogene 3	Approved		SRPSMCR	NG_002720	NG_002720
HGNC:11303	SRP72	signal recognition particle 72	Approved				NM_001267722
HGNC:31095	SRP72P1	signal recognition particle 72 pseudogene 1	Approved				NG_026292
HGNC:31096	SRP72P2	signal recognition particle 72 pseudogene 2	Approved		dJ274L14.2		NG_001558
HGNC:11305	SRPK1	SRSF protein kinase 1	Approved		SFRSK1	NM_003137	NM_003137
HGNC:11306	SRPK2	SRSF protein kinase 2	Approved		SFRSK2	NM_182691	NM_001278273
HGNC:30303	SRPK2P	SRSF protein kinase 2 pseudogene	Approved		SRPK2ps	NG_026032	NG_026032
HGNC:11402	SRPK3	SRSF protein kinase 3	Approved	STK23	MSSK1	NM_014370	NM_001170760
HGNC:11307	SRPRA	SRP receptor subunit alpha	Approved	SRPR	SRP-alpha, Sralpha, SR-alpha	NM_003139	NM_001177842
HGNC:24085	SRPRB	SRP receptor subunit beta	Approved		APMCF1, SR-beta		NM_021203
HGNC:11308	SRPSMCR~withdrawn	symbol withdrawn, see SRP68P1	Symbol Withdrawn				
HGNC:11309	SRPX	sushi repeat containing protein X-linked	Approved		ETX1	NM_006307	NM_001170750
HGNC:30668	SRPX2	sushi repeat containing protein X-linked 2	Approved		SRPUL	NM_014467	NM_014467
HGNC:14398	SRR	serine racemase	Approved		ILV1, ISO1	NM_021947	NM_001304803
HGNC:33910	SRRD	SRR1 domain containing	Approved		HC/HCC, SRR1L	NM_001013694	NM_001013694
HGNC:16638	SRRM1	serine and arginine repetitive matrix 1	Approved		SRM160, POP101, MGC39488	NM_005839	NM_001303448
HGNC:31861	SRRM1P1	serine/arginine repetitive matrix 1 pseudogene 1	Approved	SRRM1L, SRRM1P		NG_011412	NG_011412
HGNC:38163	SRRM1P2	serine/arginine repetitive matrix 1 pseudogene 2	Approved				NG_022252
HGNC:38164	SRRM1P3	serine/arginine repetitive matrix 1 pseudogene 3	Approved				NG_022643
HGNC:16639	SRRM2	serine/arginine repetitive matrix 2	Approved		SRm300, SRL300, KIAA0324, Cwc21		NM_016333
HGNC:44162	SRRM2-AS1	SRRM2 antisense RNA 1	Approved			NR_027274	NR_027274
HGNC:26729	SRRM3	serine/arginine repetitive matrix 3	Approved		FLJ37078	NM_001110199	NM_001110199
HGNC:29389	SRRM4	serine/arginine repetitive matrix 4	Approved	KIAA1853	nSR100	NM_194286	NM_194286
HGNC:37248	SRRM5	serine/arginine repetitive matrix 5	Approved			NM_001145641	NM_001145641
HGNC:24101	SRRT	serrate, RNA effector molecule	Approved		Asr2, serrate, ARS2	NM_015908	NM_001128852
HGNC:11310	SRS~withdrawn	symbol withdrawn, see SMS	Symbol Withdrawn				
HGNC:10780	SRSF1	serine and arginine rich splicing factor 1	Approved	SFRS1	ASF, SF2, SRp30a, SF2p33, MGC5228	NM_006924	NM_001078166
HGNC:39417	SRSF1P1	serine and arginine rich splicing factor 1 pseudogene 1	Approved			NG_011455	NG_011455
HGNC:10783	SRSF2	serine and arginine rich splicing factor 2	Approved	SFRS2	SC-35, SC35, PR264, SFRS2A	NM_003016	NM_001195427
HGNC:10785	SRSF3	serine and arginine rich splicing factor 3	Approved	SFRS3	SRp20	NM_003017	NM_003017
HGNC:10786	SRSF4	serine and arginine rich splicing factor 4	Approved	SFRS4	SRP75	NM_005626	NM_005626
HGNC:10787	SRSF5	serine and arginine rich splicing factor 5	Approved	SFRS5	SRP40, HRS	NM_001039465	NM_001039465
HGNC:10788	SRSF6	serine and arginine rich splicing factor 6	Approved	SFRS6	SRP55, B52	NM_006275	NM_006275
